"Notes","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Oregon","41","1-4 years","1-4",Suppressed,4054896,Suppressed
,"Oregon","41","5-14 years","5-14",Suppressed,10557184,Suppressed
,"Oregon","41","15-24 years","15-24",21,11086850,0.2
,"Oregon","41","25-34 years","25-34",45,11544852,0.4
,"Oregon","41","35-44 years","35-44",67,11464977,0.6
,"Oregon","41","45-54 years","45-54",108,11580793,0.9
,"Oregon","41","55-64 years","55-64",99,10205035,1.0
,"Oregon","41","65-74 years","65-74",89,6902009,1.3
,"Oregon","41","75-84 years","75-84",79,3886494,2.0
,"Oregon","41","85+ years","85+",67,1630481,4.1
,"Oregon","41","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Pennsylvania","42","< 1 year","1",Suppressed,3114570,Suppressed
,"Pennsylvania","42","1-4 years","1-4",Suppressed,12683996,Suppressed
,"Pennsylvania","42","5-14 years","5-14",Suppressed,34374271,Suppressed
,"Pennsylvania","42","15-24 years","15-24",45,37170234,0.1
,"Pennsylvania","42","25-34 years","25-34",86,34527137,0.2
,"Pennsylvania","42","35-44 years","35-44",125,36805840,0.3
,"Pennsylvania","42","45-54 years","45-54",229,39635269,0.6
,"Pennsylvania","42","55-64 years","55-64",246,33938581,0.7
,"Pennsylvania","42","65-74 years","65-74",264,23362553,1.1
,"Pennsylvania","42","75-84 years","75-84",338,15221562,2.2
,"Pennsylvania","42","85+ years","85+",403,6484487,6.2
,"Pennsylvania","42","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Rhode Island","44","< 1 year","1",0,252588,Unreliable
,"Rhode Island","44","1-4 years","1-4",0,1032707,Unreliable
,"Rhode Island","44","5-14 years","5-14",0,2797172,Unreliable
,"Rhode Island","44","15-24 years","15-24",Suppressed,3414265,Suppressed
,"Rhode Island","44","25-34 years","25-34",Suppressed,3003804,Suppressed
,"Rhode Island","44","35-44 years","35-44",18,3158420,Unreliable
,"Rhode Island","44","45-54 years","45-54",26,3323945,0.8
,"Rhode Island","44","55-64 years","55-64",32,2749364,1.2
,"Rhode Island","44","65-74 years","65-74",23,1790124,1.3
,"Rhode Island","44","75-84 years","75-84",32,1178338,2.7
,"Rhode Island","44","85+ years","85+",39,561037,7.0
,"Rhode Island","44","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"South Carolina","45","< 1 year","1",Suppressed,1263972,Suppressed
,"South Carolina","45","1-4 years","1-4",Suppressed,5049352,Suppressed
,"South Carolina","45","5-14 years","5-14",0,13113718,Unreliable
,"South Carolina","45","15-24 years","15-24",Suppressed,14025562,Suppressed
,"South Carolina","45","25-34 years","25-34",21,13250380,0.2
,"South Carolina","45","35-44 years","35-44",34,13422392,0.3
,"South Carolina","45","45-54 years","45-54",78,13750275,0.6
,"South Carolina","45","55-64 years","55-64",118,12161973,1.0
,"South Carolina","45","65-74 years","65-74",94,8625564,1.1
,"South Carolina","45","75-84 years","75-84",100,4481555,2.2
,"South Carolina","45","85+ years","85+",99,1535087,6.4
,"South Carolina","45","Not Stated","NS",0,Not Applicable,Not Applicable
,"South Dakota","46","< 1 year","1",0,252568,Unreliable
,"South Dakota","46","1-4 years","1-4",0,1003220,Unreliable
,"South Dakota","46","5-14 years","5-14",Suppressed,2490638,Suppressed
,"South Dakota","46","15-24 years","15-24",34,2586935,1.3
,"South Dakota","46","25-34 years","25-34",21,2256869,0.9
,"South Dakota","46","35-44 years","35-44",35,2240878,1.6
,"South Dakota","46","45-54 years","45-54",54,2350296,2.3
,"South Dakota","46","55-64 years","55-64",55,2060526,2.7
,"South Dakota","46","65-74 years","65-74",23,1397442,1.6
,"South Dakota","46","75-84 years","75-84",44,880338,5.0
,"South Dakota","46","85+ years","85+",29,416871,7.0
,"South Dakota","46","Not Stated","NS",0,Not Applicable,Not Applicable
,"Tennessee","47","< 1 year","1",Suppressed,1742353,Suppressed
,"Tennessee","47","1-4 years","1-4",Suppressed,6997707,Suppressed
,"Tennessee","47","5-14 years","5-14",0,18089217,Unreliable
,"Tennessee","47","15-24 years","15-24",14,18627783,Unreliable
,"Tennessee","47","25-34 years","25-34",32,18624599,0.2
,"Tennessee","47","35-44 years","35-44",52,18992890,0.3
,"Tennessee","47","45-54 years","45-54",110,19235141,0.6
,"Tennessee","47","55-64 years","55-64",115,16405247,0.7
,"Tennessee","47","65-74 years","65-74",114,11157636,1.0
,"Tennessee","47","75-84 years","75-84",117,6079853,1.9
,"Tennessee","47","85+ years","85+",109,2194397,5.0
,"Tennessee","47","Not Stated","NS",0,Not Applicable,Not Applicable
,"Texas","48","< 1 year","1",Suppressed,8318398,Suppressed
,"Texas","48","1-4 years","1-4",Suppressed,33026616,Suppressed
,"Texas","48","5-14 years","5-14",Suppressed,82092335,Suppressed
,"Texas","48","15-24 years","15-24",29,80835004,0.0
,"Texas","48","25-34 years","25-34",47,80277044,0.1
,"Texas","48","35-44 years","35-44",96,77705986,0.1
,"Texas","48","45-54 years","45-54",156,71378092,0.2
,"Texas","48","55-64 years","55-64",206,55073131,0.4
,"Texas","48","65-74 years","65-74",154,34615428,0.4
,"Texas","48","75-84 years","75-84",207,18710678,1.1
,"Texas","48","85+ years","85+",211,6872102,3.1
,"Texas","48","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Utah","49","< 1 year","1",0,1088965,Unreliable
,"Utah","49","1-4 years","1-4",Suppressed,4257140,Suppressed
,"Utah","49","5-14 years","5-14",11,10151788,Unreliable
,"Utah","49","15-24 years","15-24",30,10264595,0.3
,"Utah","49","25-34 years","25-34",31,9091325,0.3
,"Utah","49","35-44 years","35-44",52,7700429,0.7
,"Utah","49","45-54 years","45-54",61,6457996,0.9
,"Utah","49","55-64 years","55-64",54,5069913,1.1
,"Utah","49","65-74 years","65-74",37,3250486,1.1
,"Utah","49","75-84 years","75-84",35,1821834,1.9
,"Utah","49","85+ years","85+",39,665928,5.9
,"Utah","49","Not Stated","NS",0,Not Applicable,Not Applicable
,"Vermont","50","< 1 year","1",0,133915,Unreliable
,"Vermont","50","1-4 years","1-4",0,561757,Unreliable
,"Vermont","50","5-14 years","5-14",Suppressed,1623491,Suppressed
,"Vermont","50","15-24 years","15-24",Suppressed,1961940,Suppressed
,"Vermont","50","25-34 years","25-34",10,1565828,Unreliable
,"Vermont","50","35-44 years","35-44",Suppressed,1820066,Suppressed
,"Vermont","50","45-54 years","45-54",18,2078926,Unreliable
,"Vermont","50","55-64 years","55-64",19,1826092,Unreliable
,"Vermont","50","65-74 years","65-74",24,1174767,2.0
,"Vermont","50","75-84 years","75-84",19,653770,Unreliable
,"Vermont","50","85+ years","85+",28,274260,10.2
,"Vermont","50","Not Stated","NS",0,Not Applicable,Not Applicable
,"Virginia","51","< 1 year","1",Suppressed,2200399,Suppressed
,"Virginia","51","1-4 years","1-4",Suppressed,8781693,Suppressed
,"Virginia","51","5-14 years","5-14",Suppressed,22396767,Suppressed
,"Virginia","51","15-24 years","15-24",16,23987724,Unreliable
,"Virginia","51","25-34 years","25-34",54,24165743,0.2
,"Virginia","51","35-44 years","35-44",71,24981481,0.3
,"Virginia","51","45-54 years","45-54",116,24867065,0.5
,"Virginia","51","55-64 years","55-64",149,20093254,0.7
,"Virginia","51","65-74 years","65-74",125,12801695,1.0
,"Virginia","51","75-84 years","75-84",146,7023329,2.1
,"Virginia","51","85+ years","85+",152,2647366,5.7
,"Virginia","51","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Washington","53","< 1 year","1",Suppressed,1886010,Suppressed
,"Washington","53","1-4 years","1-4",Suppressed,7541814,Suppressed
,"Washington","53","5-14 years","5-14",Suppressed,19300144,Suppressed
,"Washington","53","15-24 years","15-24",39,19910243,0.2
,"Washington","53","25-34 years","25-34",65,21071621,0.3
,"Washington","53","35-44 years","35-44",100,20881687,0.5
,"Washington","53","45-54 years","45-54",179,20610058,0.9
,"Washington","53","55-64 years","55-64",192,17131581,1.1
,"Washington","53","65-74 years","65-74",134,10827886,1.2
,"Washington","53","75-84 years","75-84",126,5931388,2.1
,"Washington","53","85+ years","85+",130,2477102,5.2
,"Washington","53","Not Stated","NS",0,Not Applicable,Not Applicable
,"West Virginia","54","< 1 year","1",0,444778,Unreliable
,"West Virginia","54","1-4 years","1-4",Suppressed,1786293,Suppressed
,"West Virginia","54","5-14 years","5-14",Suppressed,4721575,Suppressed
,"West Virginia","54","15-24 years","15-24",19,5192644,Unreliable
,"West Virginia","54","25-34 years","25-34",26,4851656,0.5
,"West Virginia","54","35-44 years","35-44",46,5274402,0.9
,"West Virginia","54","45-54 years","45-54",66,5797238,1.1
,"West Virginia","54","55-64 years","55-64",64,5302148,1.2
,"West Virginia","54","65-74 years","65-74",57,3802259,1.5
,"West Virginia","54","75-84 years","75-84",82,2210956,3.7
,"West Virginia","54","85+ years","85+",53,784617,6.8
,"West Virginia","54","Not Stated","NS",0,Not Applicable,Not Applicable
,"Wisconsin","55","< 1 year","1",0,1495723,Unreliable
,"Wisconsin","55","1-4 years","1-4",Suppressed,6091601,Suppressed
,"Wisconsin","55","5-14 years","5-14",11,16389933,Unreliable
,"Wisconsin","55","15-24 years","15-24",48,17336722,0.3
,"Wisconsin","55","25-34 years","25-34",66,15674147,0.4
,"Wisconsin","55","35-44 years","35-44",116,16788335,0.7
,"Wisconsin","55","45-54 years","45-54",168,17639438,1.0
,"Wisconsin","55","55-64 years","55-64",198,14685869,1.3
,"Wisconsin","55","65-74 years","65-74",158,9558283,1.7
,"Wisconsin","55","75-84 years","75-84",191,5830197,3.3
,"Wisconsin","55","85+ years","85+",184,2535788,7.3
,"Wisconsin","55","Not Stated","NS",0,Not Applicable,Not Applicable
,"Wyoming","56","< 1 year","1",0,157000,Unreliable
,"Wyoming","56","1-4 years","1-4",Suppressed,628455,Suppressed
,"Wyoming","56","5-14 years","5-14",Suppressed,1611966,Suppressed
,"Wyoming","56","15-24 years","15-24",22,1716655,1.3
,"Wyoming","56","25-34 years","25-34",21,1578085,1.3
,"Wyoming","56","35-44 years","35-44",36,1558849,2.3
,"Wyoming","56","45-54 years","45-54",46,1680754,2.7
,"Wyoming","56","55-64 years","55-64",43,1483648,2.9
,"Wyoming","56","65-74 years","65-74",24,931009,2.6
,"Wyoming","56","75-84 years","75-84",25,497213,5.0
,"Wyoming","56","85+ years","85+",22,191509,11.5
,"Wyoming","56","Not Stated","NS",0,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"MCD - ICD-10 Codes: T68 (Hypothermia); X31 (Exposure to excessive natural cold (hypothermia))"
"Group By: State; Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Oct 14, 2025 5:33:06 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Oct 14, 2025 5:33:06 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"8. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"9. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"10. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
